연구현황,연구정보,연구의뢰자,연구비지원기관,연구종류,임상시험단계,중재종류,등록번호,연구고유번호,연구대상/질환,등록일,최종갱신일,첫환자등록일자,연구종료일,주요결과변수
대상자 모집 전(Not yet recruiting),간의 고주파 열 치료 시 시행되는 감시마취관리에서 dexmedetomidine의 유용성 - Usefulness of dexmedetomidine in ultra-sono guided radiofrequency ablation of liver,서울아산병원,서울아산병원(Asan Medical Center ),중재연구(Interventional Study),Phase4,의약품(Drug),KCT0000838,2013-0797,Liver neoplasm,2013-09-06,2013-09-02,2013-09-09,2014-08-21,마약 사용량(Opioid consumption)
연구종결(Completed),(주)종근당의 “타크로벨캡슐 1mg“의 생물학적 동등성 시험 - Bioequivalence study of Tacrobell capsule 1mg to Prograf capsule 1mg.,서울대학교병원,(주)종근당(Chong Kun Dang),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000837,Tacrobell_BE-1301,건강한 성인 대상,2013-09-05,2015-02-10,2013-08-28,2013-11-18,AUClast(AUClast)Cmax(Cmax)
대상자 모집 전(Not yet recruiting),"과체중 피험자에서 ID1216의 체지방 감소 등 기능성 및 안전성을 평가하기 위한 단일기관, 무작위배정, 이중 눈가림, 위약대조, 비교 인체적용시험 - A Double-blind, Randomized, Placebo-controlled Intervention Study of the Efficacy and Safety of “ID1216“ in the Overweight Subject",학교법인인제학원인제대학교부속서울백병원,일동제약(주)(Ildong pharmaceutical),중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0000836,SIT-2013-214,"만 20세 이상 60세 이하, 체질량지수(BMI)가 25.0~29.9kg/m2 인 성인 남녀",2013-09-05,2014-08-06,2013-09-24,2014-08-07,체중(Body weight)
대상자 모집 전(Not yet recruiting),폐쇄성 대장암에서 자가팽창형금속스텐트 삽입에 의한 종양의 생물학적 특성 변화 연구 - The change on tumor biology after stenting in patients with malignant bowel obstruction of colorectal cancer,의료법인길의료재단길병원,의료법인길의료재단길병원(Gachon University Gil Medical Center),관찰연구(Observational Study),,,KCT0000835,GDIRB2013-20,"Colorectal neoplasms, Endoscopy, Intestinal obstruction, Stents, Biomarkers",2013-09-05,2013-08-29,2013-09-02,,"허혈관련인자, 간엽-상피 전환 관련 인자 등(ischemia associated markers (such as HIF), epithelial-mesenchymal transition associated markers (such as E-cadherin, snail, twist, vimentin))"
모집 중(Recruiting),"건강한 성인 자원자를 대상으로 HCP1201 정 750/20 mg 투여군과, 메트포르민 서방형제제 750 mg 과 로수바스타틴 20 mg 병용투여군간 약동학적 특성을 비교하기 위한 공개, 무작위배정, 단회 투여 교차시험 - An open-label, randomized, single-dose crossover study to compare the pharmacokinetics after the administration of HCP1201 tablet 750/20 mg and coadministration of metformin SR 750 mg and rosuvastatin 20 mg in healthy volunteers",(사)삼성생명공익재단삼성서울병원,한미약품(주)(Hanmi Pharm),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000834,HM-MERO-103,본 임상시험의 임상시험용의약품 HCP1201복합제는 이상지질혈증을 동반한 당뇨병환자 또는 당뇨병 치료제와 이상지질혈증 치료제의 병용투여가 필요한 환자를 대상으로 하며 이번 임상시험은 공복 및 식후 각각의 조건에서 HCP1201 정 750/20 mg 투여시와 메트포르민 서방형제제 750 mg 과 로수바스타틴 20 mg 병용투여시의 약동학적 특성과 안전성을 비교 평가하고자 건강인 남성을 대상으로 진행함.,2013-09-05,2013-07-18,2013-07-04,2013-08-31,"Metformin, rosuvastatin Cmax (Metformin, rosuvastatin Cmax )Metformin, rosuvastatin AUClast (Metformin, rosuvastatin AUClast )"
모집 중(Recruiting),"혈중 콜레스테롤에 대한 SD1001F(홍화자, 지골피, 생강 추출물의 복합물)의 유효성 및 안전성을 평가하기 위한 12주, 무작위배정, 이중맹검, 위약대조 인체적용시험 - 12 weeks, randomized, double-blind, placebo-controlled clinical trial for the evaluation of the efficacy and safety of SD1001F on serum cholesterol.",학교법인인제학원인제대학교부속서울백병원,(주) 에스엔디(S&D),중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0000833,SIT-2021-317,Hypercholesterolemia,2013-08-28,2013-08-26,2013-04-01,2013-09-20,혈중 콜레스테롤 (Total cholesterol)LDL-cholesterol (LDL-cholesterol )HDL-cholesterol (HDL-cholesterol )
대상자 모집 전(Not yet recruiting),"녹차유래 효소처리 다당이 NK cell, IFN-γ, IL, TNF-α 에 미치는 영향 - Effect of enzyme-treated polysaccharides from green tea on NK cell, IFN-γ, IL and TNF-α",한양대학교,"농림수산식품부(Ministry for Food, Agriculture, Forestry and Fisheries)",중재연구(Interventional Study),Phase3,식이보충제(Dietary Supplement),KCT0000832,GTE-0_BTC,건강한 성인,2013-08-27,2013-08-22,2013-09-02,,"NK cell activity (NK cell activity )WBC 수 (WBC count ) IFN-γ (IFN-γ ) IL-2, 4, 6, 10, 12 (IL-2, 4, 6, 10, 12 )TNF-α(TNF-α)"
연구종결(Completed),"진행 및 재발된 고형암(유방암,난소암,신세포암) 환자에 대한 수상돌기세포 면역치료-제2상 임상연구 - Dendritic cell-based immunotherapy for progressed or relapsed solid tumor (breast cancer,ovarian cancer, renal cell carcinoma) patient-Phase 2 clinical study.",서울아산병원,서울아산병원(Asan Medical Center ),중재연구(Interventional Study),Phase1/Phase2,"생물학적제제/백신(Biological/Vaccine), 줄기세포를 제외한 생물학적제제/백신(Non-Stem Cell)",KCT0000831,AMC-2003-0007,진행된 난소암 환자로 진단당시 전이병소를 가진 환자 또는 진단 후 재발된 환자.,2013-08-27,2013-07-23,2005-11-23,2012-02-25,"수지상세포 백신 치료시 부작용 및 반응율-Grade 0~4 독성 평가 및 종양 제거 정도 평가 (CR/PR/PD/SD) (Safety and Efficacy of DC vaccine treatment - Grade 0~4 toxicity, elimination of clinical tumor burden (CR/PR/PD/SD))"
연구종결(Completed),생체 공여자 신장이식을 받는 환자에서 수술 전 지주막내 아편양제재 주사법과 수술 절개부위의 지속적인 국소마취제 주입법이 술후 통증 경감에 미치는 영향 비교 - Comparision of low-dose intrathecal morphine and ropivacaine continuous wound infiltration for postoperative analgesia after living-donor kidney transplantation: a prospective randomized trial.,(사)삼성생명공익재단삼성서울병원,(사)삼성생명공익재단삼성서울병원(Samsung Medical Center ),중재연구(Interventional Study),해당사항없음(Not applicable),의료기구(Medical Device),KCT0000830,SMC 2011-11-002,Chronic Kidney Insufficiency,2013-08-23,2015-02-12,2012-02-15,2013-08-07,안정시와 기침시 통증의 정도(Numeric rating scale at rest and when coughing )
모집 중(Recruiting),농업인의 작업 기인 허리질환에 대한 코호트 연구 - Job-related back pain in farmers; prospective cohort study,강원대학교병원,"농림축산식품부(Ministry of Agriculture, Food and Rural Affairs)",관찰연구(Observational Study),,,KCT0000829,KWNUH2013-06-009-002,Farmers,2013-08-23,2016-12-23,2013-07-25,2023-07-01,X-ray 변화(Findings of X-ray)노쇠(Frailty)
연구종결(Completed),혈청 헬리코박터 IgG 항체와 phadiatop 측정치와의 연관성 - Link between serum Helicobacter pylori IgG antibody and Phadiatop levels,건국대학교병원,건국대학교병원(Konkuk University Medical Center),관찰연구(Observational Study),,,KCT0000828,KUH1010509,헬리코박터 감염,2013-08-23,2015-02-15,2013-08-06,2013-09-30,헬리코박터 감염 여부에 따른 혈청 Phadiatop 수치(Serum phadiatop levels according to the presence of H. pylori infection)
연구종결(Completed),난청과 관련된 인자 연구 - The study of factors associated with hearing loss,경희대학교병원,경희대학교병원(Kyung Hee University Hospital),관찰연구(Observational Study),,,KCT0000827,KMC IRB 1326-02,Hearing loss patient,2013-08-22,2013-08-20,2013-08-12,,연령의 증가에 따른 청력역치의 변화(The changes of hearing threshold as increase of age)
연구종결(Completed),벨마비 예후와 관련된 임상 인자들에 대한 전반적인 분석 : 단기관연구 - Overall Analysis of Clinical Factors for Prognosis in Bell’s Palsy,경희대학교병원,경희대학교병원(Kyung Hee University Hospital),관찰연구(Observational Study),,,KCT0000826,KMC IRB 1023-01,Bell palsy,2013-08-22,2013-08-21,2010-09-13,,항바이러스제의 사용유무에 따른 안면마비 회복의 정도(Recovery rate of Bell's palsy according to use of antiviral treatment)
"모집추가없이 진행중(Active, not recruiting)",로봇 보조 복강경 근치적 전립선 절제술을 시행받는 환자에서 폐 회복조작 중재요법이 폐기능에 미치는 영향 - Effect of RM (recruitment maneuver) on lung function in patients undergoing RALP (robot assisted laparoscopic prostatectomy),칠곡경북대학교병원,칠곡경북대학교병원(Kyungpook National University Medical Center),중재연구(Interventional Study),Phase4,시술/수술(Procedure/Surgery),KCT0000825,KNUMC_13-1018,,2013-08-22,2013-08-22,2013-05-17,,동맥혈 산소분압등을 포함한 동맥혈 가스 분석(arterial gas analysis incluing arterial O2 tension)폐의 유순도(lung compliance)
연구철회(Withdrawn),중부요도슬링 수술을 시행받는 환자에서 수술 중 감시하 마취관리를 위해 사용하는 덱스메데토미딘의 적절한 용량: 예비연구 - Optimal continuous infusion dose of dexmedetomidine for monitored anesthetic care in patients receiving trausobturator sling operation,서울아산병원,서울아산병원(Asan Medical Center ),관찰연구(Observational Study),,,KCT0000824,2013-0692,Patients receiving TOT sling operation for urinary incontinence,2013-08-20,2015-04-15,2013-08-21,2015-07-31,fentanyl 의 추가투여량(total rescue dose of intravenous fentanyl)midazolam 의 추가 투여량(total rescue dose of intravenous midazolam)
대상자 모집 전(Not yet recruiting),미주신경 보존위절제술에서 미주신경 기능 및 보존여부 평가를 위한 신경생리검사 - Intraoperative neurophysiologic monitoring to evaluate function of the vagus nerves in vagus nerve preserving gastrectomy,서울대학교병원,서울대학교병원(Seoul National University Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),의료기구(Medical Device),KCT0000823,1306-114-500,stomach neoplasm,2013-08-20,2013-08-13,2013-08-20,2014-06-10,"한국인의 위절제술시 관찰되는 미주신경반응의 평균 파형 크기, 파형성율(Amplitute and gereration rate of electic potential of perigastric vagus nerve)"
연구종결(Completed),술후 shivering 예방을 위한 prophylactic dexmedetomidine의 이상적인 용량 - Optimal Dose of Prophylactic Dexmedetomidine for Preventing Postoperative Shivering.,가톨릭대학교성빈센트병원,"가톨릭대학교성빈센트병원(The Catholic University of Korea, St. Vincent's Hospital)",중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000822,VC12MISI0124,복강경하 자궁적출술을 받기로 예정되어 있는 환자,2013-08-16,2013-08-12,2012-08-14,2013-01-03,수술후 떨림(postoperative shivering)
연구종결(Completed),"건강한 성인자원자를 대상으로 FOM-D31과 desmopressin 정제의 안전성과 약동학을 비교평가하기 위한 무작위배정, 공개, 단회투여 2X2 교차 임상시험 - A randomized, open-label, single-dosing, two-treatment, two-sequence, two-period, crossover study to evaluate the safety and pharmacokinetics of FOM-D31 and desmopressin tablet in healthy volunteers",충남대학교병원,건일제약(주)(Kuhnil Pharm),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000821,13-DP-8101,Healthy Volunteers,2013-08-16,2014-01-03,2013-07-26,,AUCt 및 Cmax(AUCt and Cmax)
모집 중(Recruiting),"간기능 개선에 미치는 미나리농축분말의 유효성 및 안전성을 평가하기 위한 12주, 무작위배정, 이중맹검, 위약대조 임상시험 - A 12 week, double-blind, randomized, placebo-controlled clinical trial for the evaluation of the efficacy and safety of concentrated powder of Oenanthe javanica on improving liver function.",한림대학교성심병원,(주)엠에스씨(MSC),중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0000820,MSC-OJ,간기능 손상자,2013-08-13,2013-08-12,2013-07-09,,AST(GOT) 의 변화(Change of AST(GOT)) ALT(GPT) 의 변화(Change of ALT(GPT)) γ-GTP의 변화(Change of and γ-GTP)
모집 중(Recruiting),한국인 크론병 코호트 구축 및 장기 추적을 통한 특성 규명 (크론병 임상연구 네트워크 구축 및 운영) - Establishment of Korean Crohn's disease cohort and Investigation of characteristics with longterm follow up (Establishment and management of Crohn’s disease research network,서울대학교,질병관리본부(Korea Centers for Disease Control and Prevention),관찰연구(Observational Study),,,KCT0000819,4-2008-0620,Crohn Disease,2013-08-13,2013-08-12,2012-09-03,2016-06-30,크론병 환자의 장절제 수술률(intestinal resection rate)누적 입원율(cumulative admission rate)사망률(mortality)
